TEMPERATURE,DISSOLVED OXYGEN,PH,TURBIDITY,NITRATES,FECAL COLIFORM 
20,5.9,7.2,5.4,2.05,1950
21,5.3,7.4,27,3.35,48000
30,6.7,6.9,17.1,19.4,NAN
30,6.2,7,22.3,17.7,NAN
21,5.7,7.3,10.7,2.4,5450
21,5,7.2,26.1,3.05,32250
20,5,7.3,7.4,2.65,12500
20,5.1,7.2,13.5,2.55,22000
21,4.5,7.2,23.8,3.45,34000
21,4.4,7.2,18.1,3.75,17250
20,4.5,7.4,22.7,3.07,13000
21,5.2,7.5,28.5,3.55,28750
21,5.5,7.6,27.8,3.33,130500
21,5.6,7.6,25.8,3.23,22500
25,6.4,7.9,4.1,0.94,NAN
31,6.8,7,25.3,20.2,NAN
21,5.4,7.8,1.7,0.41,3
27,7.9,6.7,1.2,NAN,NAN
26,6.2,7.3,1.8,NAN,NAN
27,8.2,7.6,1.9,NAN,NAN
28,6.6,7.4,1.2,NAN,NAN
26,7.9,7.8,0.8,NAN,NAN
29,9,8,1.8,NAN,NAN
28,NAN,8,NAN,NAN,NAN
30,9.6,7.6,NAN,NAN,NAN
27,3.2,6.8,26,NAN,NAN
28,5.5,7.5,24,NAN,NAN
19,5,3.2,7,2.5,27
26,7,7.8,0.65,NAN,NAN
26,7.2,7.8,0.93,0.1,NAN
25,6.6,8,0.98,NAN,NAN
25,6.7,7.9,1.03,NAN,NAN
28,6.1,7.7,1.36,NAN,264
29,5.4,7.3,2.67,0.08,285
28,5.8,7.8,2.93,0.1,518
NAN,NAN,7.6,NAN,2.8,NAN
25,7,7.7,0.4,0.2,17
25,4.8,7.5,8.8,0.2,23
27,4.9,7.7,3.6,NAN,13950
28,6.4,8,2.4,NAN,12325
29,6.7,7.9,2.9,NAN,10725
28,5.7,7.6,4.2,0.4,5
30,6.2,8,3.1,NAN,10275
26,4.8,7.6,10.4,0.1,32
27,6.2,7.4,3.6,0.2,14
27,NAN,7.5,359,0.1,3
27,4.2,7.8,4,NAN,23575
30,6.8,7.5,2.5,0.1,582
29,6.5,6.9,1.5,0.1,555
29,6.5,7.1,1.6,0.1,1243
29,6.4,7.7,2.3,0.1,814
27,7.2,7.2,1.6,0.1,1554
28,7.2,6.8,2.1,0.1,5778
28,7.4,7.1,1.4,0.1,475
28,7.2,6.9,1.3,0.1,1009
29,7.4,7,2,0.1,700
28,6.3,6.6,1.6,0.1,1427
26,6.4,7.3,4,0.24,126
27,6.7,7.4,3.9,0.22,64
28,6.6,7.5,3.7,0.25,16
28,5.7,7.2,5.3,0.75,116
25,6.4,7.1,3.9,0.47,60
25,6.6,7.2,3.9,0.45,228
22,6.2,7.3,4,0.5,169
28,5.5,6.6,1.7,0.4,290
27,7.5,6.8,0.8,0.3,200
28,6.7,6.8,1,0.4,230
28,6.9,6.7,0.5,0.2,688
28,6.8,6.9,0.5,0.2,391
29,7.4,7.2,1.1,0.3,327
28,7.2,6.8,1.5,0.3,173
29,6.8,6.6,2,0.5,148
28,0.8,6.8,7.4,1,14825
26,7.1,6.1,0.6,0.5,1300
26,5.9,6.2,0.5,0.6,1100
26,5.1,6.2,1.1,0.4,1275
26,6.7,6.2,0.7,0.4,1325
26,5.8,6.2,0.6,0.3,975
26,6.4,6.2,0.7,0.4,1375
26,6.6,6.3,0.6,0.3,1033
26,5.4,6.2,0.7,0.5,1250
28,6.7,6.7,1.3,0.5,1655
27,6.4,7,1.4,0.7,3850
29,6.3,7.1,1,0.4,643
28,6.2,6.5,0.8,1.2,1075
28,6.9,6.4,0.5,0.2,83
27,6.8,6.5,0.5,0.2,98
28,6.6,6.9,0.7,0.3,338
28,7,7.2,0.3,0.3,68
28,7.5,6.9,0.5,0.2,138
28,7.4,6.8,0.3,0.2,160
29,2.8,6.6,2.3,0.6,263
28,6.2,7.6,0.5,0.5,1318
30,7.9,7.9,2.1,0.21,993
28,8.1,8,1.7,0.51,146
30,7.2,7.7,1.2,0.51,980
32,6.7,7.6,1.5,0.56,1460
29,7,8.1,3.5,1.2,NAN
26,7.5,6.5,1,0.15,108
28,6.8,6.5,0.9,0.11,111
29,6.8,6.5,1.8,0.15,295
32,7.8,7.2,1.9,0.15,128
28,7.2,6.4,1.2,0.12,67
27,7.4,6.5,1.5,0.12,98
31,7.6,7.1,2.5,0.15,226
28,6.8,7.2,2.1,0.32,213
27,7.3,7.3,2,1.28,333
28,6.9,7.2,1,NAN,14
29,7,7.2,1,NAN,4
22,7.9,7.9,2.5,0.25,11
18,3.9,7.9,74.8,0.78,NAN
24,4.9,7.6,19.6,1.8,328
20,7.4,7.5,2.1,1.23,1663
21,6.1,7.8,8.1,2.9,37250
24,4.9,8.1,26.3,18.1,NAN
26,4.5,8.3,25.3,15.8,NAN
21,6.7,7.6,7.4,2.88,22250
21,6.3,7.7,7.3,3.28,28250
22,6.4,7.7,4.2,2.2,60275
22,6.5,7.7,9.8,2.6,19750
21,6.4,7.8,13.8,2.53,56500
22,6.3,7.7,8.2,3.7,34500
21,6.2,7.6,3.7,2.23,8633
21,6,7.8,9.6,3,16250
21,5.9,7.8,11.1,3.5,94000
21,5.9,7.7,10.4,3.33,60500
22,6.5,8.2,2.2,0.05,NAN
25,6.6,8.2,26.3,15.5,NAN
29,NAN,7.2,50,0.27,NAN
30,NAN,7.4,50,0.4,NAN
29,1,7.3,49.7,0.6,NAN
19,5.6,7.4,2.2,0.38,5
25,6.7,7.9,0.4,NAN,NAN
25,6.5,7.9,0.6,NAN,NAN
24,7.3,7.8,0.5,NAN,NAN
24,7.7,7.9,0.4,NAN,NAN
23,6.2,7,1.6,NAN,NAN
23,6.4,7.4,2.1,NAN,NAN
23,6.4,7.6,1,NAN,NAN
23,7,7.6,2.4,NAN,100
23,3.6,7.2,4.9,NAN,NAN
23,3.7,7.5,4,NAN,NAN
24,7.1,7.3,2,NAN,NAN
23,7.1,7.2,2,NAN,NAN
22,5.8,7.6,1.7,NAN,NAN
24,8.4,7.9,0.8,NAN,NAN
20,8.1,7.2,5.4,1.95,213
18,6.1,3.1,5.5,2.73,32
16,8,7,1.7,1.6,1600
19,5.4,7.2,1.7,1.78,213
18,7,7,1.7,2.43,250
27,5.2,7.4,1.4,0.05,203
27,4.7,7.4, ,0.11,308
27,5.4,7.4,3,0.06,353
23,6.9,7.2,1.5,NAN,NAN
NAN,NAN,7.61,NAN,10.3,NAN
25,7.102,7.945,1.525,0.11,26
25.5,3.487,7.015,9.2,0.228,378
22,5.35,7.935,4.7,0.835,27650
25.5,7.05,7.995,4.7,1.195,13400
29.667,6.5,8.14,5.3,1.397,9200
25.5,NAN,7.885,15,0.42,3
29,5.6,8.173,4.6,0.46,4500
26.5,6.085,7.695,3.2,0.153,450
26.5,6.055,7.605,4.3,0.222,45
28,NAN,7.215,431.5,0.395,7
27,7.93,8.32,1.46,0.277,4
25.667,4.9,7.943,3.1,0.603,1810
27.75,6.625,7.725,2.175,0.123,2
27.75,5.175,6.95,1.5,0.7,75
30,6.4,7.45,2.025,0.155,1787
28.25,6.2,7.9,1.575,0.615,NAN
26.667,7.4,6.733,1.7,0.9,33
28.75,7.6,6.775,1.3,0.173,133
28,7.35,7.1,1.425,0.15,41
28.25,7.675,6.875,1.025,3.367,18
27.25,7.125,7.55,1.725,0.45,18
28.5,7,6.725,1.575,0.135,1956
27.714,6.543,7.229,4.014,0.307,8
28.714,6.7,7.307,3.857,0.264,9
28.667,7.1,7.507,4.633,0.21,10
26.667,6.333,7.277,5.4,7.187,15
26.714,6.471,7.379,3.729,0.309,10
28.286,6.371,7.061,4.5,0.346,18
19.333,6.7,7.44,4.4,0.65,23
29.083,6.2,6.457,1.757,0.326,253
27.417,7.286,6.586,1.071,0.233,222
27.286,6.525,6.5,1.313,0.227,334
28.6,6.917,6.95,0.467,0.112,165
28.667,6.8,7.043,0.414,0.153,238
27.786,7.075,7.25,0.988,0.369,238
28.143,7.013,6.712,1.4,0.397,262
27.5,6.787,6.65,1.637,0.4,294
28.571,4.1,6.775,6.788,1.373,2150
27,6.9,6.8,0.733,0.438,2000
26.5,6.867,6.833,0.633,0.575,1900
26.25,6.467,6.6,1.033,0.66,2100
26.75,6.667,6.933,0.933,0.893,2333
26.75,6.967,6.933,0.833,0.4,1600
26.5,6.733,6.867,0.933,0.455,1973
27,6.714,6.957,0.671,0.449,1457
26.75,6.733,6.733,0.9,0.743,1867
28,7.233,6.867,1.1,0.853,1600
27,6.233,6.9,0.867,1.267,1300
28.5,6.867,7.067,0.533,0.285,60
28.5,6.433,6.667,0.6,0.292,440
29,7.033,6.533,0.533,0.135,193
28.75,6.633,7.067,0.633,0.45,337
28,6.833,7,0.7,0.345,173
29.5,6.333,7.167,0.7,0.332,140
28,7.033,7.033,0.267,0.232,345
28.5,7,7.133,0.7,0.168,323
29,3.5,6.567,2.133,0.347,220
28.857,6.243,7.253,0.857,1.269,3333
21,6.9,8.2,2.8,2.12,1400
24,7.8,8.5,0.6,3.01,1700
33,7.3,8.6,0.9,4.8,NAN
27.5,7.95,6.565,1.5,0.08,24
29,5.8,6.6,1,0.265,25
31.25,6.975,6.725,1.5,0.22,34
NAN,5.35,7.19,1.325,0.263,11
30,7.525,6.61,1.5,0.283,10
29,7.15,6.56,1.1,0.25,22
NAN,4.325,7.045,2.075,0.25,25
27.5,6.925,7.633,2,0.217,325
27.25,6.825,7.125,3.667,1.525,316
26.667,6.7,7.267,1.333,NAN,6
26.333,6.75,7.3,1.667,NAN,29
21.25,5.87,7.84,4.35,NAN,NAN
17.667,6.033,7.367,3.267,0.667,2390
16.5,5.1,7.85,12,1.65,3050
18,4.867,7.367,12,1.367,3500
17.333,4.833,7.533,13.333,1.933,2300
17.5,5.1,7.367,6.933,1.4,2723
15,6.8,7.3,5.4,1.35,635
17.5,4.2,7.367,14.667,1.7,34033
18,5.533,7.3,9.333,1.567,35760
17.5,5.2,7.3,6.267,1.4,23723
18,4.2,7.733,21,1.4,10500
18.333,4.033,7.667,21.333,1.767,17433
18.667,4.133,7.633,20.333,1.667,38700
18,5.35,7.55,17,20.45,NAN
19,4.05,7.85,16,19.35,NAN
17.5,6.25,7.9,14,19.4,NAN
18.5,6.65,7.875,43,0.824,9650
19.5,7.2,9.01,4.6,2.955,12
22,6.27,7.89,149.75,NAN,NAN
20,6.1,7.1,3.1,0.3,4
26,0.6,7.3,87,6.8,NAN
27,NAN,7.9,130,8.3,NAN
27,NAN,7.1,126,6.7,NAN
16,7.2,7,5.2,2.6,140
15,4.6,3,6.2,2.2,33
10,8.8,7,1.6,5,1800
11,10,7.1,1,4,240
12,9,7.3,1.8,7.2,220
23.667,7.767,7.543,0.5,NAN,NAN
23.7,7.167,8.143,0.6,NAN,NAN
23.767,8.533,7.857,0.4,NAN,NAN
23.667,8.867,7.793,0.5,NAN,NAN
28,5.6,7.65,1.758,1.995,2636
NAN,NAN,7.76,10.825,5.657,NAN
NAN,NAN,NAN,1,1.01,1200
NAN,NAN,NAN,112,5.5,1200000
26,7.2,7.84,1.764,0.528,78
27,5,7.22,19.663,0.452,9625
29,6.2,8.11,11.333,0.39,14050
27,7.2,8.07,4,0.37,150
28,6.2,7.98,5,0.39,7147
28,3.9,7.92,14.847,1.412,6
29,7.2,7.42,4.632,0.791,10011
28,6.9,6.44,2.304,0.231,12
29,7.8,6.69,2.754,0.348,13
29,6.7,7.35,1.893,0.973,13
28,8.3,6.68,2.503,1.686,13
28,8.1,6.18,2.375,0.196,12
29,7.7,6.55,2.242,1.136,13
29,8.6,6.56,2.423,0.276,24
28,7.7,6.45,2.144,0.163,10
28,7.4,6.07,1.681,0.276,12
NAN,7,8.16,4.165,0.343,9593
NAN,5.9,7.36,6.1,0.083,1200
27,4.1,7.57,7.08,0.302,1035
27,3.9,5.27,441.8,0.512,3
NAN,5.7,7.62,2.12,0.86,1050
NAN,6.1,8,5.64,1.035,38143
14,6.2,7.88,9.75,17.387,NAN
19,6.3,8.05,13,10.89,NAN
27,7.1,7.2,1.6,0.48,74
28,7.4,7.27,1.333,0.17,NAN
28,7.3,7.3,4,0.08,NAN
NAN,5.9,6.6,1.755,0.326,170
NAN,7.4,6.68,1.164,0.204,125
NAN,7.1,6.75,1.325,0.18,147
NAN,6.8,6.92,0.458,0.117,151
NAN,6.8,6.98,0.475,0.206,211
NAN,6.8,7.03,1.117,0.146,118
NAN,7.2,6.76,1.692,0.449,127
NAN,6.2,6.63,1.275,0.444,128
NAN,6.6,6.77,1.383,1.54,2433
NAN,6.9,6.95,0.625,0.518,1525
NAN,6,6.75,0.975,0.792,1900
NAN,5.4,6.85,1.075,0.457,4955
NAN,6.7,6.93,0.675,0.77,2100
NAN,6.9,6.85,0.575,0.383,1933
NAN,6.5,6.98,0.575,0.345,1333
NAN,6.8,7.06,0.567,0.404,1769
NAN,5.8,6.73,0.7,0.315,1925
NAN,6.8,6.8,0.7,0.61,1100
NAN,7.1,6.83,0.7,0.835,850
NAN,6.3,7.15,1.05,0.223,98
NAN,6.3,6.95,0.65,0.208,253
NAN,6.9,6.65,0.5,0.095,130
NAN,6.4,6.75,0.675,0.193,197
NAN,6.8,7.35,1.15,0.14,215
NAN,6.8,7.08,0.975,0.165,127
NAN,7.1,6.98,0.55,0.152,123
NAN,7,7.23,0.425,0.09,140
NAN,2.4,6.43,2.025,1.05,133
27,6.7,7.56,4.942,0.447,11
NAN,6.8,7.68,4.475,0.4,12
NAN,6.5,7.33,4.4,0.33,13
NAN,5.1,7.45,9.875,1.81,7
NAN,6.5,7.34,5.125,0.819,11
NAN,6.6,7.47,4.958,0.667,16
NAN,6.6,7.75,4.5,0.505,15
NAN,7.9,7.85,3,NAN,NAN
NAN,7.4,7,2.027,NAN,NAN
NAN,7,7.9,3.525,NAN,NAN
NAN,6.9,7.73,3.233,NAN,NAN
NAN,7.3,7.77,4.043,NAN,NAN
NAN,8,7.8,3.4,NAN,NAN
NAN,5.5,6.58,11.57,NAN,NAN
NAN,7,7.43,8.693,NAN,NAN
20,6.6,7.15,7.475,2.1,208
18,6.4,3.05,5.067,4.8,18
15,7.1,7.03,2.1,1,1675
19,8.1,7.03,1.967,NAN,230
21,8.3,7.1,2.133,NAN,270
25,7.4,6.6,NAN,NAN,NAN
25,6.8,6.3,NAN,NAN,NAN
25,6.1,7.15,NAN,NAN,NAN
26,7.5,7.2,NAN,NAN,NAN
28,7.5,7.8,1.775,0.51,7448
30,7.5,7.35,2.25,0.745,1515
27,6,7.55,3.125,0.895,2600
32,6.3,7.43,2.175,0.76,2825
29,6.1,8.33,NAN,1.975,NAN
NAN,8.1,7.86,2.747,0.24,NAN
25,7.3,7.3,2.067,0.55,153
NAN,4.9,7.33,14.533,2.2,1233
28,6.3,7.58,6.7,1.575,1640
28,6.1,7.58,14.25,2.425,4875
25,6.8,7.43,4.25,1.225,1175
26,6.7,7.38,3.85,1.575,548
27,5.9,7.48,8.35,2.2,4050
25,6.5,7.4,4.3,1.9,1158
25,6.9,7.4,3.75,0.975,200
26,5.1,7.48,14.7,2.3,4325
28,5,7.4,14.76,2.08,8860
28,5.1,7.43,16.25,2.3,12938
16,6.2,7.63,7,14.013,NAN
NAN,4.4,8.23,1.39,0.08,14
NAN,4.2,8.52,1.26,0.16,28
23,4,7.65,36,2.89,1190
22,8,8.31,4.4,0.655,14
NAN,4.2,8.55,341.833,4,NAN
NAN,5,7.92,1.443,0.153,17
25,7.5,7.53,1.407,0.567,32
27,6.6,7.27,3.555,0.292,46
28,6.8,7.12,1.723,0.198,62
NAN,6.7,7.6,1.229,0.183,12
28,7.1,6.94,0.943,0.151,10
27,7.4,7,0.977,0.186,27
NAN,6.6,7.81,2.675,0.263,40
28,6.6,7.49,2.091,0.256,151
28,5.4,7.16,2.092,NAN,404
30,5.4,7.37,1.802,0.215,456
29,5.3,7.37,2.552,0.202,526
30,7.8,239,1.7,2.188,2.188
29,7.5,442,3.4,NAN,NAN
29,7,430,2.4,NAN,NAN
29,7.2,216,1.8,NAN,NAN
29,7.9,352,4.2,NAN,NAN
28,7,86,4.7,0.1,0.1
29,6.8,65,1.8,NAN,NAN
28,7.1,101,2,0.1,0.1
27,7,78,1.8,NAN,NAN
29,7.2,60,1.9,NAN,NAN
28,6.6,76,1.9,NAN,NAN
NAN,NAN,NAN,NAN,NAN,NAN
28,8,368,1,NAN,NAN
28,7.5,21331,11.7,NAN,NAN
30,8.1,540,2.5,NAN,NAN
29,8.1,443,2,NAN,NAN
29,8.1,467,3,NAN,NAN
32,7.8,1304,19.5,NAN,NAN
30,8,1708,3.5,NAN,NAN
28,7.5,1175,4,NAN,NAN
28,7.5,67115,5.5,NAN,NAN
27,4,9948,513.5,NAN,NAN
28,7.7,1148,6.9,2,2
28,8,590,1.8,NAN,NAN
27,7.7,440,2.4,0.9,0.9
28,6.4,1579,1.7,0.513,0.513
27,6.8,62,1.5,0.221,0.221
28,6.9,44,1,0.151,0.151
28,6.9,62,0.4,0.21,0.21
28,7,9416,0.5,0.241,0.241
24,6.9,39,1.1,0.195,0.195
28,7.1,53,1.4,0.367,0.367
28,6.9,102,1.2,0.335,0.335
27,6.8,437,1.1,0.922,0.922
27,7.3,58,0.6,0.367,0.367
26,6.9,1835,1.2,0.61,0.61
27,6.8,60,0.9,0.475,0.475
29,7.2,80,0.8,0.252,0.252
27,7,42,0.4,0.347,0.347
26,7,51,0.5,0.3,0.3
26,7.1,58,0.5,0.337,0.337
26,7,63,0.6,0.278,0.278
27,6.8,72,0.6,0.53,0.53
26,6.8,83,0.9,0.417,0.417
24,7,69,1.2,0.222,0.222
28,6.8,88,0.9,0.307,0.307
27,6.9,31,0.5,0.164,0.164
27,6.8,46,0.5,0.149,0.149
26,7.2,20850,0.9,0.477,0.477
25,7,24336,1.1,0.529,0.529
25,7.1,77,0.3,0.411,0.411
25,7.1,76,0.4,0.167,0.167
29,6.5,3384,1.9,0.757,0.757
26,7.7,280,5.7,0.994,0.994
27,7.8,183,5,0.497,0.497
24,7.7,107,5.2,0.386,0.386
25,7.5,185,6.5,0.514,0.514
27,7.3,157,5.6,0.603,0.603
28,7.4,150,6,0.614,0.614
26,7.4,139,5.9,0.453,0.453
21,7.3,111,2.4,NAN,NAN
21,7.4,74,1.2,NAN,NAN
21,7.5,77,3.2,NAN,NAN
21,7.3,97,1.9,NAN,NAN
21,7.4,121,2.7,NAN,NAN
21,7.4,142,1.3,NAN,NAN
23,7.3,112,17.2,NAN,NAN
21,7.5,124,18.5,NAN,NAN
20,6.9,223,6.8,NAN,NAN
17,3.1,493,5.9,NAN,NAN
15,6.9,142,2.2,NAN,NAN
20,6.9,145,1.8,NAN,NAN
21,7,145,2.3,NAN,NAN
30,8.1,569,1.6,1.028,1.028
27,7.7,28598,1.7,0.962,0.962
30,7.4,219,3,0.964,0.964
29,7.2,198,2.1,1.03,1.03
29,8,978,9,1.24,1.24
21,7.6,203,1.9,0.107,0.107
29,7.2,150,1.3,0.142,0.142
31,7.3,178,1.5,0.138,0.138
29,7.1,214,2.3,0.585,0.585
NAN,7.5,293,1.2,0.568,0.568
28,6.9,146,2,0.506,0.506
28,7,136,1.4,0.609,0.609
NAN,7.9,738,2.7,0.518,0.518
29,7.5,585,2.6,0.155,0.155
28,7.6,98,1.2,NAN,NAN
28,7.7,91,1.3,NAN,NAN
29,7.6,110,1.1,NAN,NAN
